method_name,diameter_mm,snr_condition,max_detectable_depth_mm
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
SPCT,4,20dB,0.4
SPCT,4,25dB,0.6
SPCT,4,30dB,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,4,clean,1
SPCT,6,20dB,0.4
SPCT,6,25dB,0.6
SPCT,6,30dB,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,6,clean,1
SPCT,8,20dB,1
SPCT,8,25dB,1
SPCT,8,30dB,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,8,clean,1
SPCT,10,20dB,1
SPCT,10,25dB,1
SPCT,10,30dB,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,10,clean,1
SPCT,12,20dB,1
SPCT,12,25dB,1
SPCT,12,30dB,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
SPCT,12,clean,1
