case_id,diameter_mm,depth_mm,is_healthy,snr_db,noise_seed,method_name,is_detected,iou,dice,precision,recall,localization_error_mm,diameter_error_mm,area_error_mm2,cnr,defect_contrast,is_false_positive,specificity,runtime_s
23,12,0.6,0,25,1001,SPCT,1,0.640625,0.780952380952381,1,0.640625,0.118143201855728,2.40476847796526,40.7869298854936,1.49241864549995,0.104026967163588,0,1,0.333002
23,12,0.6,0,25,1001,RPT,1,0.830769230769231,0.907563025210084,0.981818181818182,0.84375,0.135895192394678,0.886653005880719,16.0955718608022,1.20706998857245,1.87536230504972,0,1,0.0040891
23,12,0.6,0,25,1002,Raw Contrast,1,0.666666666666667,0.8,0.666666666666667,1,0.0826884904103828,2.68247081976154,56.2148337829368,1.64704928987363,0.56298275439225,0,1,0.0191202
23,12,0.6,0,25,1002,Matched Filter,1,0.671875,0.803738317757009,1,0.671875,0.112648169211274,2.17352490767638,37.2595930248234,1.68336100843478,0.943291527742458,0,1,0.0199153
23,12,0.6,0,25,1002,PCT,1,0.6875,0.814814814814815,1,0.6875,0,2.05992026544253,35.4959245944883,1.67574034144999,0.103523481141291,0,1,0.1545992
23,12,0.6,0,25,1002,SPCT,1,0.65625,0.792452830188679,1,0.65625,0,2.28845839473707,39.0232614551585,1.48637987477665,0.103846693426497,0,1,0.2998644
23,12,0.6,0,25,1002,RPT,1,0.763157894736842,0.865671641791045,0.828571428571429,0.90625,0.891664069888062,0.537546301061251,10.3594545942242,1.29015762608374,1.91183420755404,0,1,0.0039915
23,12,0.6,0,25,1003,Raw Contrast,1,0.821917808219178,0.902255639097744,0.869565217391304,0.9375,0.43664241104529,0.44767025840382,8.59578616388913,1.63856637692383,0.579613604590858,0,1,0.008188
23,12,0.6,0,25,1003,Matched Filter,1,0.65625,0.792452830188679,1,0.65625,0.153468938051752,2.28845839473707,39.0232614551585,1.70030391173024,0.952052426237762,0,1,0.0150068
23,12,0.6,0,25,1003,PCT,1,0.703125,0.825688073394495,1,0.703125,0.123469387112433,1.94759941513154,33.7322561641532,1.6811175210495,0.103656205875781,0,1,0.1760698
23,12,0.6,0,25,1003,SPCT,1,0.671875,0.803738317757009,1,0.671875,0.11264816921128,2.17352490767638,37.2595930248234,1.4910268934403,0.103970699065151,0,1,0.2537795
23,12,0.6,0,25,1003,RPT,1,0.865671641791045,0.928,0.950819672131147,0.90625,0.285254276199739,0.296158077472086,5.51356127879164,1.26536632100568,1.99757985193471,0,1,0.0039039
23,12,0.6,0,25,1004,Raw Contrast,1,0.598130841121495,0.748538011695906,0.598130841121495,1,0.29678551407985,3.50084661092707,75.6151865166228,1.54975949415977,0.555304900605936,0,1,0.0080815
23,12,0.6,0,25,1004,Matched Filter,1,0.703125,0.825688073394495,1,0.703125,0.123469387112433,1.94759941513154,33.7322561641532,1.77880602404205,0.956796142505782,0,1,0.0162735
23,12,0.6,0,25,1004,PCT,1,0.6875,0.814814814814815,1,0.6875,0,2.05992026544253,35.4959245944883,1.6788154765705,0.103741969665131,0,1,0.1476722
23,12,0.6,0,25,1004,SPCT,1,0.6875,0.814814814814815,1,0.6875,0,2.05992026544253,35.4959245944883,1.48615915285472,0.103877540915823,0,1,0.3344603
23,12,0.6,0,25,1004,RPT,1,0.791666666666667,0.883720930232558,0.876923076923077,0.890625,0.664409808643245,0.0814819167491407,1.54111244254875,1.3119409552167,2.05927414448507,0,1,0.0037995
23,12,0.6,0,25,1005,Raw Contrast,1,0.592592592592593,0.744186046511628,0.592592592592593,1,1.01494397744479,3.57311202184049,77.3788549469579,1.57541232985945,0.555871540740682,0,1,0.0059726
